notriad;no_order;emotion;FINAL
8;2;5;5.5766
8;2;5;25.1683
8;2;5;13.5795
8;2;5;16.2587
8;2;5;7.4726
8;2;5;7.3987
8;2;5;13.4580
8;2;5;4.7719
8;2;5;12.3175
8;2;5;15.1629
8;2;5;12.1042
8;2;5;15.5584
8;2;5;20.1836
8;2;5;19.0702
8;2;5;20.2331
8;2;5;16.3391
8;2;5;14.3442
8;2;5;3.2464
8;2;6;5.2389
8;2;6;23.0100
8;2;6;17.9225
8;2;6;3.5620
8;2;6;8.6044
8;2;6;25.6092
8;2;6;2.9273
8;2;6;5.6503
8;2;6;23.5410
8;2;6;4.7381
8;2;6;5.3507
8;2;6;8.9094
8;2;6;26.8135
8;2;6;6.0517
8;2;6;3.4840
8;2;6;1.9233
8;2;6;6.4123
8;2;6;23.1222
8;2;6;2.6497
8;2;6;4.6171
8;2;6;6.8664
8;2;6;15.7356
8;2;6;10.6481
8;2;6;7.9964
8;2;6;18.3348
8;2;6;16.2666
8;2;6;19.5361
8;2;6;15.8477
8;2;6;5.5342
8;2;6;1.1679
8;2;6;17.5026
8;2;6;8.4999
8;2;6;6.0463
8;2;6;9.3147
8;2;6;5.9499
8;2;6;10.2215
8;2;6;2.9282
8;2;6;7.3785
8;2;6;23.0736
8;2;6;2.5867
8;2;6;5.4154
8;2;6;7.4197
8;2;6;1.3392
8;2;6;15.7991
8;2;6;6.7967
8;2;6;5.6916
8;2;6;10.5748
8;2;6;28.4967
8;2;6;4.4774
8;2;6;4.9889
8;2;6;2.7550
8;2;6;6.5939
8;2;6;21.2223
8;2;6;11.0009
8;2;6;6.5806
8;2;6;6.4294
8;2;6;11.5221
8;2;6;29.4394
8;2;6;3.8614
8;2;6;5.8984
8;2;6;4.8454
8;2;6;6.3172
8;2;6;22.1650
8;2;6;11.9441
8;2;6;6.3658
8;2;6;2.1498
8;2;6;1.3408
8;2;6;4.1831
8;2;6;21.6934
8;2;6;4.4458
8;2;6;3.7402
8;2;6;6.3761
8;2;6;2.2714
8;2;6;14.4190
8;2;6;4.2173
8;2;6;3.2609
8;2;6;6.9742
8;2;6;7.7460
8;2;6;2.5525
8;2;6;3.4390
8;2;6;20.6684
8;2;6;5.2662
8;2;6;3.3376
8;2;6;6.7217
8;2;6;3.1528
8;2;6;13.3940
8;2;6;3.2577
8;2;6;4.2274
8;2;6;8.0716
8;2;6;8.7754
8;2;6;1.6276
8;2;6;13.1658
8;2;6;8.4101
8;2;6;9.8453
8;2;6;15.7752
8;2;6;13.6968
8;2;6;16.9681
8;2;6;13.2780
8;2;6;5.5173
8;2;6;7.9255
8;2;6;13.2376
8;2;6;18.6525
8;2;6;19.5952
8;2;6;11.8494
8;2;6;10.8244
9;1;1;5.2112
9;1;1;2.4675
9;1;1;7.3323
9;1;1;2.9586
9;1;1;7.7727
9;1;1;3.5462
9;1;1;5.1240
9;1;1;10.1132
9;1;1;4.9098
9;1;1;2.3806
9;1;1;4.0114
9;1;1;9.1392
9;1;1;1.8193
9;1;1;3.2956
9;1;1;3.8994
9;1;1;3.1765
9;1;1;2.2370
9;1;1;5.3087
9;1;1;5.8601
9;1;1;8.1456
9;1;1;7.0451
9;1;1;1.5713
9;1;1;5.4162
9;1;1;3.3916
9;1;1;2.4526
9;1;1;4.7282
9;1;1;4.2983
9;1;1;3.4185
9;1;1;2.4698
9;1;1;7.6506
9;1;1;1.9383
9;1;1;1.7602
9;1;1;3.5598
9;1;1;2.2796
9;1;1;5.5847
9;1;1;2.2395
9;1;1;2.6815
9;1;1;3.7384
9;1;1;4.4630
9;1;1;5.2067
9;1;1;7.4393
9;1;1;6.1229
9;1;1;2.8516
9;1;1;3.3510
9;1;1;4.6910
9;1;1;1.5084
9;1;1;6.3101
9;1;1;2.4714
9;1;1;1.5583
9;1;1;3.8754
9;1;1;3.4783
9;1;1;4.4034
9;1;1;1.2655
9;1;1;1.5481
9;1;1;3.7534
9;1;1;4.7314
9;1;1;9.8746
9;1;1;2.6253
9;1;1;3.5113
9;1;1;3.4558
9;1;1;0.9666
9;1;1;7.8854
9;1;1;4.7431
9;1;1;2.7692
9;1;1;7.0411
9;1;1;3.9689
9;1;1;4.5168
9;1;1;1.0298
9;1;1;6.7469
9;1;1;6.8305
9;1;1;9.1846
9;1;1;8.4845
9;1;1;1.8583
9;1;1;4.6051
9;1;1;6.8225
9;1;1;3.8966
9;1;1;5.3417
9;1;1;9.1300
9;1;1;3.5894
9;1;1;2.0516
9;1;1;5.8022
9;1;1;6.2798
9;1;1;8.5515
9;1;1;7.5118
9;1;1;0.6165
9;1;1;3.8290
9;1;1;6.0020
9;1;1;3.2147
9;1;1;4.8231
9;1;1;8.3121
9;1;1;1.7200
9;1;1;7.0586
9;1;1;2.0068
9;1;1;9.1935
9;1;1;9.7433
9;1;1;12.0391
9;1;1;10.9059
9;1;1;3.9253
9;1;1;7.3118
9;1;1;9.4741
9;1;1;4.9816
9;1;1;8.2901
9;1;1;11.7720
9;1;1;2.9798
9;1;1;3.6577
9;1;2;3.5602
9;1;2;7.8857
9;1;2;4.3451
9;1;2;0.8087
9;1;2;2.3580
9;1;2;4.0506
9;1;2;5.9545
9;1;2;2.6322
9;1;2;2.5463
9;1;2;5.7295
9;1;2;2.2361
9;1;2;4.1296
9;1;2;6.9374
9;1;2;6.3721
9;1;2;9.8430
9;1;2;3.8224
9;1;2;7.7277
9;1;2;4.7765
9;1;2;1.3578
9;1;2;2.7529
9;1;2;4.6515
9;1;2;5.8185
9;1;2;2.5951
9;1;2;2.9636
9;1;2;5.8395
9;1;2;2.5765
9;1;2;4.8415
9;1;2;6.7888
9;1;2;6.2395
9;1;2;9.6954
9;1;2;4.9378
9;1;2;9.6724
9;1;2;5.4455
9;1;2;2.2184
9;1;2;2.7778
9;1;2;5.1267
9;1;2;7.8029
9;1;2;4.3952
9;1;2;3.6447
9;1;2;6.9586
9;1;2;3.6058
9;1;2;5.1489
9;1;2;8.6994
9;1;2;8.2242
9;1;2;11.6792
9;1;2;5.9577
9;1;2;1.9023
9;1;2;8.0571
9;1;2;8.6221
9;1;2;10.8822
9;1;2;9.7169
9;1;2;2.8792
9;1;2;6.1708
9;1;2;8.2842
9;1;2;3.6046
9;1;2;7.1521
9;1;2;10.6351
9;1;2;2.3938
9;1;2;3.0537
9;1;2;1.5363
9;1;2;15.7189
9;1;2;10.6832
9;1;2;17.8600
9;1;2;18.4112
9;1;2;20.6829
9;1;2;19.5199
9;1;2;12.5527
9;1;2;15.9604
9;1;2;18.0872
9;1;2;13.3970
9;1;2;16.9545
9;1;2;20.4381
9;1;2;11.6562
9;1;2;12.1314
9;1;2;8.6764
9;1;2;3.5077
9;1;2;8.3887
9;1;2;1.1935
9;1;2;3.8482
9;1;2;4.6358
9;1;2;0.9915
9;1;2;6.4090
9;1;2;4.1182
9;1;2;2.3448
9;1;2;5.2173
9;1;2;3.1801
9;1;2;1.9529
9;1;2;7.9393
9;1;2;6.9161
9;1;2;10.0217
9;1;2;0.9943
9;1;2;5.3249
9;1;2;2.2469
9;1;2;2.7786
9;1;2;5.0985
9;1;2;3.9998
9;1;2;3.4368
9;1;2;1.8416
9;1;2;2.4632
9;1;2;2.5806
9;1;2;1.3190
9;1;2;4.7083
9;1;2;4.5458
9;1;2;3.8462
9;1;2;7.3104
9;1;2;1.3674
9;1;2;4.5285
9;1;2;3.5722
9;1;2;3.4038
9;1;2;5.6927
9;1;2;4.7191
9;1;2;2.4581
9;1;2;0.9671
9;1;2;3.1711
9;1;2;2.8996
9;1;2;1.9669
9;1;2;5.4301
9;1;2;3.9215
9;1;2;2.9387
9;1;2;6.3465
9;1;2;2.4521
9;1;2;7.5776
9;1;2;1.6479
9;1;2;1.9045
9;1;2;3.6104
9;1;2;1.9964
9;1;2;5.6139
9;1;2;2.3804
9;1;2;0.5658
9;1;2;4.7696
9;1;2;1.5150
9;1;2;2.4611
9;1;2;6.7381
9;1;2;6.0352
9;1;2;9.4984
9;1;2;5.6584
9;1;2;10.7522
9;1;2;3.8092
9;1;2;3.9325
9;1;2;2.6729
9;1;2;2.5538
9;1;2;8.7947
9;1;2;5.5553
9;1;2;3.5167
9;1;2;7.9504
9;1;2;4.8087
9;1;2;1.9275
9;1;2;10.0154
9;1;2;9.2352
9;1;2;12.6809
9;1;2;2.5015
9;1;2;6.7975
9;1;2;4.0101
9;1;2;1.6640
9;1;2;3.7855
9;1;2;4.7409
9;1;2;4.8343
9;1;2;1.6327
9;1;2;2.4810
9;1;2;4.6966
9;1;2;1.5675
9;1;2;5.0633
9;1;2;5.8592
9;1;2;5.2245
9;1;2;8.7165
9;1;2;2.6523
9;1;2;7.6885
9;1;2;1.2624
9;1;2;2.7750
9;1;2;3.8320
9;1;2;1.8825
9;1;2;5.8034
9;1;2;3.1535
9;1;2;1.6803
9;1;2;4.9591
9;1;2;1.9696
9;1;2;2.4673
9;1;2;6.7230
9;1;2;6.2247
9;1;2;9.6810
9;1;2;0.7833
9;1;2;5.2611
9;1;2;2.3642
9;1;2;3.0025
9;1;2;5.2227
9;1;2;3.9118
9;1;2;3.1778
9;1;2;1.4595
9;1;2;2.4405
9;1;2;2.2986
9;1;2;1.5792
9;1;2;4.7588
9;1;2;4.6315
9;1;2;3.6760
9;1;2;7.0437
9;1;2;7.4272
9;1;2;2.3540
9;1;2;9.5535
9;1;2;10.0866
9;1;2;12.4001
9;1;2;11.3391
9;1;2;4.2989
9;1;2;7.6731
9;1;2;9.8829
9;1;2;5.7435
9;1;2;8.6360
9;1;2;12.1195
9;1;2;3.3270
9;1;2;3.8940
9;1;2;0.8833
9;1;2;4.0380
9;1;2;9.1289
9;1;2;2.1430
9;1;2;1.7910
9;1;2;2.8908
9;1;2;1.7800
9;1;2;7.1962
9;1;2;3.7839
9;1;2;1.6572
9;1;2;6.3474
9;1;2;2.8718
9;1;2;2.0727
9;1;2;8.1903
9;1;2;7.6130
9;1;2;11.0870
9;1;3;2.7045
9;1;3;3.0290
9;1;3;4.7298
9;1;3;5.3096
9;1;3;7.5572
9;1;3;6.3546
9;1;3;1.0761
9;1;3;2.9203
9;1;3;4.9237
9;1;3;2.2330
9;1;3;3.8111
9;1;3;7.2716
9;1;3;2.5977
9;1;3;1.6532
9;1;3;4.6067
9;1;3;8.3685
9;1;3;11.9430
9;1;3;8.8801
9;1;3;5.6236
9;1;3;4.3065
9;1;3;8.1143
9;1;3;10.0134
9;1;3;7.0525
9;1;3;7.2917
9;1;3;10.3922
9;1;3;7.0639
9;1;3;7.7152
9;1;3;11.0087
9;1;3;10.4295
9;1;3;13.8858
9;1;3;2.8530
9;1;3;7.8141
9;1;3;2.7233
9;1;3;1.4236
9;1;3;2.4692
9;1;3;2.1673
9;1;3;5.9179
9;1;3;2.5624
9;1;3;1.5467
9;1;3;5.2651
9;1;3;1.6143
9;1;3;2.4940
9;1;3;6.8632
9;1;3;6.3385
9;1;3;9.7986
9;1;3;3.4527
9;1;3;5.2600
9;1;3;5.4748
9;1;3;2.9605
9;1;3;5.0028
9;1;3;6.0168
9;1;3;3.3162
9;1;3;2.1719
9;1;3;3.8159
9;1;3;4.5590
9;1;3;3.0806
9;1;3;6.3379
9;1;3;4.3159
9;1;3;3.7353
9;1;3;7.2062
9;1;3;4.6472
9;1;3;2.6970
9;1;3;7.0660
9;1;3;7.0120
9;1;3;9.2822
9;1;3;8.4240
9;1;3;2.2033
9;1;3;4.5599
9;1;3;6.7279
9;1;3;5.0218
9;1;3;5.5538
9;1;3;9.0502
9;1;3;2.5232
9;1;3;1.8577
9;1;3;3.8174
9;1;3;5.2541
9;1;3;10.3064
9;1;3;3.9997
9;1;3;2.5618
9;1;3;1.6563
9;1;3;3.3056
9;1;3;8.4203
9;1;3;5.0126
9;1;3;3.1105
9;1;3;7.5896
9;1;3;4.0187
9;1;3;3.1469
9;1;3;9.3304
9;1;3;8.8416
9;1;3;12.2977
9;1;3;2.4953
9;1;3;3.8260
9;1;3;3.8336
9;1;3;5.2351
9;1;3;7.3526
9;1;3;5.5986
9;1;3;3.5601
9;1;3;3.9530
9;1;3;4.1076
9;1;3;1.9566
9;1;3;3.7924
9;1;3;6.3834
9;1;3;4.0123
9;1;3;3.9180
9;1;3;5.4097
9;1;3;5.1337
9;1;3;2.1840
9;1;3;7.1745
9;1;3;7.7500
9;1;3;10.0020
9;1;3;8.8343
9;1;3;2.9973
9;1;3;5.3473
9;1;3;7.4018
9;1;3;2.7114
9;1;3;6.2693
9;1;3;9.7525
9;1;3;2.5180
9;1;3;3.3444
9;1;3;2.3950
9;1;3;3.8086
9;1;3;5.9785
9;1;3;3.2939
9;1;3;6.1074
9;1;3;7.8577
9;1;3;4.9723
9;1;3;5.5096
9;1;3;5.2357
9;1;3;4.4082
9;1;3;2.7707
9;1;3;4.6938
9;1;3;5.8799
9;1;3;6.3391
9;1;3;5.8858
9;1;3;6.7019
9;1;3;5.5456
9;1;3;10.6688
9;1;3;3.5286
9;1;3;3.4287
9;1;3;2.8136
9;1;3;1.9496
9;1;3;8.7118
9;1;3;5.3063
9;1;3;3.2064
9;1;3;7.8675
9;1;3;4.4781
9;1;3;1.1789
9;1;3;9.7611
9;1;3;9.1331
9;1;3;12.5881
9;1;3;4.2524
9;1;3;8.2912
9;1;3;4.7681
9;1;3;1.4556
9;1;3;2.3226
9;1;3;4.3741
9;1;3;6.3255
9;1;3;3.2964
9;1;3;3.0543
9;1;3;6.4718
9;1;3;2.8904
9;1;3;4.3961
9;1;3;7.4007
9;1;3;6.7443
9;1;3;10.2182
9;1;3;2.8726
9;1;3;6.9932
9;1;3;0.8647
9;1;3;4.3794
9;1;3;5.7151
9;1;3;2.3084
9;1;3;5.3099
9;1;3;3.9723
9;1;3;2.6429
9;1;3;3.8474
9;1;3;3.1370
9;1;3;3.2587
9;1;3;6.7908
9;1;3;5.7850
9;1;3;8.6175
9;1;3;1.4064
9;1;3;4.2431
9;1;3;3.1171
9;1;3;3.7398
9;1;3;5.9852
9;1;3;4.9092
9;1;3;2.9580
9;1;3;2.2843
9;1;3;3.4454
9;1;3;1.7952
9;1;3;2.2385
9;1;3;5.6814
9;1;3;4.2103
9;1;3;3.3681
9;1;3;6.0929
9;1;3;4.4720
9;1;3;6.4188
9;1;3;6.0159
9;1;3;2.6754
9;1;3;3.7261
9;1;3;5.7959
9;1;3;4.4519
9;1;3;2.9687
9;1;3;4.1378
9;1;3;5.8918
9;1;3;3.7696
9;1;3;5.9149
9;1;3;5.4980
9;1;3;4.8357
9;1;3;8.3417
9;1;3;5.6995
9;1;3;10.7926
9;1;3;3.5620
9;1;3;3.0259
9;1;3;2.0584
9;1;3;2.0270
9;1;3;8.8614
9;1;3;5.4502
9;1;3;3.3235
9;1;3;8.0137
9;1;3;4.5114
9;1;3;1.7173
9;1;3;9.8448
9;1;3;9.2792
9;1;3;12.7485
9;1;4;0.8625
9;1;4;2.0362
9;1;4;2.0174
9;1;4;8.7258
9;1;4;8.6121
9;1;4;10.5527
9;1;4;18.5035
9;1;4;18.3709
9;1;4;20.3556
9;1;4;9.8035
9;1;4;4.6380
9;1;4;5.1482
9;1;4;5.7303
9;1;4;8.8113
9;1;4;18.6143
9;1;4;3.5067
9;1;4;3.7559
9;1;4;4.4695
9;1;4;6.1746
9;1;4;15.9775
9;1;4;3.4339
9;1;4;3.5028
9;1;4;3.3683
9;1;4;5.3451
9;1;4;5.2442
9;1;4;15.0105
9;1;4;4.4052
9;1;4;1.9440
9;1;4;2.7009
9;1;4;3.1538
9;1;4;3.8033
9;1;4;8.3636
9;1;4;18.1666
9;1;4;2.0090
9;1;4;2.3747
9;1;4;3.1561
9;1;4;4.1650
9;1;4;4.9977
9;1;4;5.0226
9;1;4;11.5444
9;1;4;21.3474
9;1;4;3.3758
9;1;4;5.6008
9;1;4;6.3390
9;1;4;3.3343
9;1;4;1.6431
9;1;4;1.5747
9;1;4;3.0819
9;1;4;7.6508
9;1;4;17.3549
9;1;4;4.7366
9;1;4;2.4157
9;1;4;2.4144
9;1;4;2.8479
9;1;4;5.5894
9;1;4;3.5643
9;1;4;3.9910
9;1;4;4.6029
9;1;4;8.5532
9;1;4;18.3561
9;1;4;1.3906
9;1;4;2.3965
9;1;4;3.6922
9;1;4;1.2187
9;1;4;3.3374
9;1;4;3.5035
9;1;4;3.6103
9;1;4;3.7785
9;1;4;4.7040
9;1;4;5.8769
9;1;4;15.6798
9;1;4;3.3761
9;1;4;0.7232
9;1;4;1.3795
9;1;4;2.4868
9;1;4;5.6677
9;1;4;2.5779
9;1;4;2.6798
9;1;4;10.1887
9;1;4;10.0417
9;1;4;12.0264
9;1;4;2.2768
9;1;4;8.3292
9;1;4;10.5373
9;1;4;7.6540
9;1;4;6.7134
9;1;4;9.8490
9;1;4;13.0201
9;1;4;9.0281
9;1;4;10.0269
9;1;4;7.4465
9;1;4;2.5348
9;1;4;3.0304
9;1;4;3.6352
9;1;4;9.9414
9;1;4;19.7444
9;1;4;2.1179
9;1;4;3.8790
9;1;4;4.7405
9;1;4;1.5912
9;1;4;2.6397
9;1;4;3.1066
9;1;4;1.6482
9;1;4;4.0650
9;1;4;11.4384
9;1;5;5.5524
9;1;5;5.5101
9;1;5;7.1891
9;1;5;3.3635
9;1;5;13.1665
9;1;5;5.4497
9;1;5;3.0304
9;1;5;2.2492
9;1;5;5.0001
9;1;5;8.1809
9;1;5;4.5311
9;1;5;5.1896
9;1;5;2.5193
9;1;5;5.1750
9;1;5;6.5779
9;1;5;4.8509
9;1;5;4.5699
9;1;5;3.8944
9;1;5;12.8228
9;1;5;22.5609
9;1;5;8.8259
9;1;5;8.2871
9;1;5;7.6227
9;1;5;7.3654
9;1;5;6.3911
9;1;5;5.9219
9;1;5;7.7999
9;1;5;8.3477
9;1;5;14.2317
9;1;5;6.9069
9;1;5;2.1235
9;1;5;2.7113
9;1;5;3.4693
9;1;5;8.6854
9;1;5;18.4699
9;1;5;2.7257
9;1;5;2.8378
9;1;5;3.4631
9;1;5;1.3139
9;1;5;3.2964
9;1;5;2.7226
9;1;5;1.7057
9;1;5;3.0807
9;1;5;10.1407
9;1;5;1.9003
9;1;5;3.0128
9;1;5;2.7401
9;1;5;4.4889
9;1;5;6.0637
9;1;5;15.8667
9;1;5;6.1329
9;1;5;3.7410
9;1;5;2.3966
9;1;5;4.2063
9;1;5;6.8394
9;1;5;2.0479
9;1;5;5.0157
9;1;5;3.4336
9;1;5;7.5625
9;1;5;4.3245
9;1;5;7.1040
9;1;5;6.9702
9;1;5;8.9549
9;1;5;4.1734
9;1;5;11.4007
9;1;5;8.0301
9;1;5;5.3112
9;1;5;3.7801
9;1;5;6.7659
9;1;5;9.9510
9;1;5;5.9620
9;1;5;7.1740
9;1;5;4.7562
9;1;5;3.3217
9;1;5;8.3437
9;1;5;2.4695
9;1;5;2.6170
9;1;5;2.1766
9;1;5;11.1701
9;1;5;20.9730
9;1;5;3.9811
9;1;5;5.0384
9;1;5;5.9625
9;1;5;3.0166
9;1;5;2.8923
9;1;5;3.6248
9;1;5;2.9674
9;1;5;5.2987
9;1;5;12.6438
9;1;5;2.0059
9;1;5;5.9885
9;1;5;6.2706
9;1;5;6.9285
9;1;5;4.2529
9;1;5;14.0558
9;1;5;4.9085
9;1;5;2.5458
9;1;5;3.6775
9;1;5;4.1164
9;1;5;7.2999
9;1;5;4.9537
9;1;5;4.4173
9;1;5;2.6331
9;1;5;5.7836
9;1;5;5.6886
9;1;5;7.9794
9;1;5;7.9374
9;1;5;9.6700
9;1;5;0.9576
9;1;5;10.6871
9;1;5;7.9287
9;1;5;5.2920
9;1;5;4.6693
9;1;5;7.4810
9;1;5;10.6618
9;1;5;6.9576
9;1;5;7.6705
9;1;5;4.9942
9;1;5;3.1685
9;1;5;9.0588
9;1;5;6.8887
9;1;5;7.2703
9;1;5;7.9401
9;1;5;5.3582
9;1;5;14.5706
9;1;5;4.0882
9;1;5;3.6410
9;1;5;5.0648
9;1;5;4.3228
9;1;5;6.9687
9;1;5;5.9260
9;1;5;4.3557
9;1;5;3.7846
9;1;5;7.4651
9;1;5;5.3329
9;1;5;3.9176
9;1;5;4.6828
9;1;5;4.8846
9;1;5;11.4615
9;1;5;21.2645
9;1;5;2.9089
9;1;5;5.4576
9;1;5;6.2540
9;1;5;3.1355
9;1;5;1.3814
9;1;5;5.0746
9;1;5;3.0717
9;1;5;5.5847
9;1;5;12.9551
9;1;5;2.0563
9;1;5;0.7498
9;1;5;1.1110
9;1;5;2.0367
9;1;5;9.1253
9;1;5;18.8757
9;1;5;4.9941
9;1;5;4.1434
9;1;5;3.9931
9;1;5;3.1529
9;1;5;4.3521
9;1;5;1.9881
9;1;5;3.8850
9;1;5;4.3541
9;1;5;10.5513
9;1;5;2.9144
9;1;5;5.1679
9;1;5;5.5920
9;1;5;6.2731
9;1;5;7.4412
9;1;5;17.2441
9;1;5;1.4127
9;1;5;2.4554
9;1;5;4.0556
9;1;5;2.4780
9;1;5;4.5842
9;1;5;4.6035
9;1;5;2.0708
9;1;5;2.6766
9;1;5;9.1395
9;1;5;2.8894
9;1;5;4.0781
9;1;5;4.4119
9;1;5;5.7604
9;1;5;4.9539
9;1;5;14.7569
9;1;5;4.1491
9;1;5;1.3229
9;1;5;2.0871
9;1;5;3.4131
9;1;5;6.5905
9;1;5;3.0409
9;1;5;3.5992
9;1;5;1.4840
9;1;5;6.4428
9;1;5;4.9990
9;1;5;2.0031
9;1;5;2.0361
9;1;5;3.3909
9;1;5;7.1845
9;1;5;16.9653
9;1;5;6.3584
9;1;5;4.7157
9;1;5;3.2607
9;1;5;4.4278
9;1;5;5.8244
9;1;5;3.0460
9;1;5;5.3827
9;1;5;4.4073
9;1;5;8.7064
9;1;5;4.3119
9;1;5;2.9731
9;1;5;3.5548
9;1;5;3.6205
9;1;5;11.6077
9;1;5;21.4107
9;1;5;2.8513
9;1;5;5.5274
9;1;5;6.4033
9;1;5;3.2552
9;1;5;2.1339
9;1;5;4.3748
9;1;5;3.1471
9;1;5;5.7309
9;1;5;13.1039
9;1;5;1.6687
9;1;6;9.8710
9;1;6;5.3670
9;1;6;6.1627
9;1;6;2.9474
9;1;6;7.0659
9;1;6;4.1312
9;1;6;2.8345
9;1;6;11.1612
9;1;6;7.0698
9;1;6;4.4660
9;1;6;7.8151
9;1;6;4.9026
9;1;6;2.5082
9;1;6;5.1104
9;1;6;9.5723
9;1;6;3.2983
9;1;6;10.8226
9;1;6;5.1702
9;1;6;5.4497
9;1;6;5.6199
9;1;6;7.1099
9;1;6;2.4884
9;1;6;12.2903
9;1;6;7.8094
9;1;6;5.3696
9;1;6;4.5418
9;1;6;10.2874
9;1;6;3.3703
9;1;6;4.9623
9;1;6;11.6809
9;1;6;5.6147
9;1;6;7.1197
9;1;6;7.6839
9;1;6;7.0114
9;1;6;2.4175
9;1;6;4.6444
9;1;6;8.0980
9;1;6;6.9952
9;1;6;2.9225
9;1;6;6.3107
9;1;6;9.8638
9;1;6;2.8194
9;1;6;7.2361
9;1;6;10.5789
9;1;6;6.7692
9;1;6;6.2046
9;1;6;4.3344
9;1;6;2.3959
9;1;6;3.5293
9;1;6;7.4750
9;1;6;2.2489
9;1;6;6.6826
9;1;6;8.6310
9;1;6;7.4435
9;1;6;4.1625
9;1;6;4.6319
9;1;6;9.7404
9;1;6;3.5832
9;1;6;6.0731
9;1;6;7.3517
9;1;6;4.8531
9;1;6;3.5484
9;1;6;6.5586
9;1;6;2.6834
9;1;6;4.1824
9;1;6;5.6157
9;1;6;2.6469
9;1;6;8.9247
9;1;6;3.7636
9;1;6;4.1692
9;1;6;5.0988
9;1;6;6.2205
9;1;6;2.1037
9;1;6;4.1096
9;1;6;3.0030
9;1;6;6.5168
9;1;6;4.7298
9;1;6;2.7635
9;1;6;4.6203
9;1;6;5.6976
9;1;6;3.9680
9;1;6;2.0227
9;1;6;5.5718
9;1;6;4.0077
9;1;6;6.8009
9;1;6;7.0197
9;1;6;8.1852
9;1;6;5.6563
9;1;6;2.2578
9;1;6;6.7488
9;1;6;5.2383
9;1;6;8.2442
9;1;6;6.1666
9;1;6;3.0006
9;1;6;5.5898
9;1;6;10.0100
9;1;6;1.5437
9;1;6;7.3548
9;1;6;10.7251
9;1;6;6.8445
9;1;6;1.5006
9;1;6;3.0027
9;1;6;4.1665
9;1;6;6.6666
9;1;6;4.6648
10;2;1;3.4741
10;2;1;1.9531
10;2;1;3.3722
10;2;1;8.8162
10;2;1;12.2112
10;2;1;8.8463
10;2;1;3.9161
10;2;1;7.2641
10;2;1;4.0520
10;2;1;5.6163
10;2;1;5.3675
10;2;1;8.7946
10;2;1;5.4299
10;2;1;4.0765
10;2;1;2.1018
10;2;1;5.9531
10;2;1;7.1154
10;2;1;7.7691
10;2;1;13.2010
10;2;1;7.7069
10;2;1;9.1969
10;2;1;3.1293
10;2;1;6.5540
10;2;1;4.7397
10;2;1;7.9376
10;2;1;2.4548
10;2;1;3.9446
10;2;1;5.2710
10;2;1;1.7399
10;2;1;5.1673
10;2;1;3.3330
10;2;1;8.2852
10;2;1;2.9647
10;2;1;4.2193
10;2;1;5.2090
10;2;1;1.4617
10;2;1;5.7652
10;2;1;2.8003
10;2;1;5.7045
10;2;1;14.5493
10;2;1;9.5934
10;2;1;11.1327
10;2;1;5.2745
10;2;1;8.6139
10;2;1;7.2329
10;2;1;1.0384
10;2;1;4.2382
10;2;1;1.4696
10;2;1;8.0291
10;2;1;3.0727
10;2;1;4.5612
10;2;1;6.9529
10;2;1;3.3509
10;2;1;2.0759
10;2;1;6.5721
10;2;1;1.1004
10;2;1;3.8022
10;2;1;1.5867
10;2;1;8.5188
10;2;1;3.7778
10;2;1;4.9924
10;2;1;6.1981
10;2;1;3.9668
10;2;1;2.5336
10;2;1;6.1403
10;2;1;1.2580
10;2;1;4.0396
10;2;1;2.3225
10;2;1;3.9775
10;2;1;12.8238
10;2;1;7.8624
10;2;1;9.4072
10;2;1;4.8192
10;2;1;6.8884
10;2;1;5.5074
10;2;1;1.7397
10;2;1;4.8459
10;2;1;4.4148
10;2;1;4.5870
10;2;1;2.8199
10;2;1;4.8025
10;2;1;13.3569
10;2;1;8.4667
10;2;1;9.9403
10;2;1;4.9776
10;2;1;7.4215
10;2;1;6.0405
10;2;1;1.1924
10;2;1;5.4180
10;2;1;4.9479
10;2;1;1.3586
10;2;1;9.6205
10;2;1;6.2587
10;2;1;9.5614
10;2;1;18.4046
10;2;1;13.4514
10;2;1;14.9880
10;2;1;8.1782
10;2;1;12.4692
10;2;1;11.0882
10;2;1;3.8920
10;2;1;10.4268
10;2;1;9.9956
10;2;1;5.6177
10;2;1;5.0477
10;2;2;6.3438
10;2;2;4.4194
10;2;2;6.7023
10;2;2;15.1114
10;2;2;10.2498
10;2;2;11.6898
10;2;2;5.0064
10;2;2;9.1710
10;2;2;7.7900
10;2;2;1.6434
10;2;2;7.1857
10;2;2;6.6974
10;2;2;2.9801
10;2;2;2.0023
10;2;2;3.3008
10;2;2;0.9412
10;2;2;3.4848
10;2;2;2.8320
10;2;2;9.4728
10;2;2;4.3716
10;2;2;5.7945
10;2;2;5.0282
10;2;2;3.3362
10;2;2;1.9751
10;2;2;5.3382
10;2;2;1.9248
10;2;2;1.4358
10;2;2;3.6127
10;2;2;4.1687
10;2;2;9.1935
10;2;2;3.9182
10;2;2;5.9925
10;2;2;2.7381
10;2;2;6.2281
10;2;2;4.2951
10;2;2;3.7016
10;2;2;9.8696
10;2;2;5.9306
10;2;2;4.9236
10;2;2;8.3229
10;2;2;2.9235
10;2;2;3.6864
10;2;2;6.5969
10;2;2;7.3721
10;2;2;12.1851
10;2;2;2.4301
10;2;2;5.8542
10;2;2;3.8281
10;2;2;7.3254
10;2;2;2.0448
10;2;2;3.2536
10;2;2;6.0170
10;2;2;0.9620
